Year,Month,Day,PRCP
2017,6,14,0.000000
2017,6,15,0.000000
2017,6,16,0.000000
2017,6,17,0.000000
2017,6,18,0.000000
2017,6,19,0.000000
2017,6,20,0.000000
2017,6,21,0.000000
2017,6,22,0.000000
2017,6,23,0.000000
2017,6,24,0.000000
2017,6,25,0.000000
2017,6,26,0.000000
2017,6,27,0.000000
2017,6,28,0.000000
2017,6,29,0.000000
2017,6,30,0.000000
2017,7,1,0.000000
2017,7,2,0.000000
2017,7,3,0.000000
2017,7,4,0.000000
2017,7,5,0.000000
2017,7,6,0.000000
2017,7,7,0.000000
2017,7,8,0.000000
2017,7,9,0.000000
2017,7,10,0.000000
2017,7,11,0.000000
2017,7,12,0.000000
2017,7,13,0.000000
2017,7,14,0.000000
2017,7,15,0.000000
2017,7,16,0.000000
2017,7,17,0.000000
2017,7,18,0.000000
2017,7,19,0.000000
2017,7,20,0.000000
2017,7,21,0.000000
2017,7,22,0.000000
2017,7,23,0.000000
2017,7,24,nan
2017,7,25,0.000000
2017,7,26,0.000000
2017,7,27,0.000000
2017,7,28,0.000000
2017,7,29,0.000000
2017,7,30,0.000000
2017,7,31,0.000000
2017,8,1,0.000000
2017,8,2,0.000000
2017,8,3,0.000000
2017,8,4,0.000000
2017,8,5,0.000000
2017,8,6,0.000000
2017,8,7,0.000000
2017,8,8,0.000000
2017,8,9,0.000000
2017,8,10,0.000000
2017,8,11,0.000000
2017,8,12,0.000000
2017,8,13,0.000000
2017,8,14,0.000000
2017,8,15,0.000000
2017,8,16,0.000000
2017,8,17,0.000000
2017,8,18,0.000000
2017,8,19,0.000000
2017,8,20,0.000000
2017,8,21,0.000000
2017,8,22,0.000000
2017,8,23,0.000000
2017,8,24,0.000000
2017,8,25,0.000000
2017,8,26,0.000000
2017,8,27,0.000000
2017,8,28,0.000000
2017,8,29,0.000000
2017,8,30,0.000000
2017,8,31,0.000000
2017,9,1,0.000000
2017,9,2,0.000000
2017,9,3,0.000000
2017,9,4,0.000000
2017,9,5,0.000000
2017,9,6,0.000000
2017,9,7,0.000000
2017,9,8,0.000000
2017,9,9,0.000000
2017,9,10,0.000000
2017,9,11,0.000000
2017,9,12,0.280000
2017,9,13,0.000000
2017,9,14,0.000000
2017,9,15,0.000000
2017,9,16,0.000000
2017,9,17,0.000000
2017,9,18,0.000000
2017,9,19,0.000000
2017,9,20,0.000000
2017,9,21,0.000000
2017,9,22,0.000000
2017,9,23,0.000000
2017,9,24,0.000000
2017,9,25,0.000000
2017,9,26,0.000000
2017,9,27,0.000000
2017,9,28,0.000000
2017,9,29,0.000000
2017,9,30,0.000000
2017,10,1,0.000000
2017,10,2,0.000000
2017,10,3,0.000000
2017,10,4,0.000000
2017,10,5,0.000000
2017,10,6,0.000000
2017,10,7,0.000000
2017,10,8,0.000000
2017,10,9,0.000000
2017,10,10,0.000000
2017,10,11,0.000000
2017,10,12,0.000000
2017,10,13,0.000000
2017,10,14,0.000000
2017,10,15,0.000000
2017,10,16,0.000000
2017,10,17,0.000000
2017,10,18,0.000000
2017,10,19,0.000000
2017,10,20,0.310000
2017,10,21,0.000000
2017,10,22,0.000000
2017,10,23,0.000000
2017,10,24,0.000000
2017,10,25,0.000000
2017,10,26,0.000000
2017,10,27,0.000000
2017,10,28,0.000000
2017,10,29,0.000000
2017,10,30,0.000000
2017,10,31,0.000000
2017,11,1,0.000000
2017,11,2,0.000000
2017,11,3,0.200000
2017,11,4,0.010000
2017,11,5,0.080000
2017,11,6,0.000000
2017,11,7,0.000000
2017,11,8,0.000000
2017,11,9,0.460000
2017,11,10,0.000000
2017,11,11,0.080000
2017,11,12,0.000000
2017,11,13,0.000000
2017,11,14,0.200000
2017,11,15,0.000000
2017,11,16,1.390000
2017,11,17,0.520000
2017,11,18,0.000000
2017,11,19,0.000000
2017,11,20,0.000000
2017,11,21,0.000000
2017,11,22,0.000000
2017,11,23,0.000000
2017,11,24,0.000000
2017,11,25,0.000000
2017,11,26,0.000000
2017,11,27,0.880000
2017,11,28,0.000000
2017,11,29,0.000000
2017,11,30,0.000000
2017,12,1,0.000000
2017,12,2,0.000000
2017,12,3,0.020000
2017,12,4,0.000000
2017,12,5,0.000000
2017,12,6,0.000000
2017,12,7,0.000000
2017,12,8,0.000000
2017,12,9,0.000000
2017,12,10,0.000000
2017,12,11,0.000000
2017,12,12,0.000000
2017,12,13,0.000000
2017,12,14,0.000000
2017,12,15,0.000000
2017,12,16,0.000000
2017,12,17,0.000000
2017,12,18,0.000000
2017,12,19,0.000000
2017,12,20,0.140000
2017,12,21,0.000000
2017,12,22,0.000000
2017,12,23,0.000000
2017,12,24,0.000000
2017,12,25,0.000000
2017,12,26,0.000000
2017,12,27,0.000000
2017,12,28,0.000000
2017,12,29,0.000000
2017,12,30,0.000000
2017,12,31,0.000000
2018,1,1,0.000000
